,tweet_id,timestamp,text,rating_numerator,rating_denominator,name,dogs_period,retweet_count,favorite_count,user_count
19,667728196545200128,2015-11-20 15:36:22 ,Meet Olive. He comes to spot by tree to reminisce of simpler times and truly admire his place in the universe. 11/10 https://t.co/LwrCwlWwPB,11.0,10,Olive,,141,349,8946190
20,667766675769573376,2015-11-20 18:09:16 ,This is Calvin. He is a Luxembourgian Mayo. Having issues with truck. Has it under control tho. 9/10 responsible af https://t.co/3Bbba7y8Xe,9.0,10,Calvin,,200,407,8946190
21,667773195014021121,2015-11-20 18:35:10 ,This is a rare Hungarian Pinot named Jessiga. She is either mid-stroke or got stuck in the washing machine. 8/10 https://t.co/ZU0i0KJyqD,8.0,10,a,,48,215,8946190
22,667782464991965184,2015-11-20 19:12:01 ,Super rare dog. Endangered (?). Thinks it's funny. Mocks everything I say. Colorful af. Has wings (dope). 9/10 https://t.co/BY8nQAMz0x,9.0,10,None,,227,386,8946190
23,667793409583771648,2015-11-20 19:55:30 ,Dogs only please. Small cows and other non canines will not be tolerated. Sick tattoos tho 8/10 https://t.co/s1z7mX4c9O,8.0,10,None,,307,649,8946190
24,667801013445750784,2015-11-20 20:25:43 ,OMIGOD 12/10 https://t.co/SVMF4Frf1w,12.0,10,None,,87,303,8946190
25,667806454573760512,2015-11-20 20:47:20 ,This is Filup. He is overcome with joy after finally meeting his father. 10/10 https://t.co/TBmDJXJB75,10.0,10,Filup,,449,983,8946190
26,667832474953625600,2015-11-20 22:30:44 ,"THE EYES 12/10

I'm sorry. These are supposed to be funny but your dogs are too adorable https://t.co/z1xPTgVLc7",12.0,10,None,,56,271,8946190
27,667861340749471744,2015-11-21 00:25:26 ,This is a Shotokon Macadamia mix named Cheryl. Sophisticated af. Looks like a disappointed librarian. Shh (lol) 9/10 https://t.co/J4GnJ5Swba,9.0,10,a,,74,230,8946190
28,667538891197542400,2015-11-20 03:04:08 ,"This is a southwest Coriander named Klint. Hat looks expensive. Still on house arrest :(
9/10 https://t.co/IQTOMqDUIe",9.0,10,a,,60,191,8946190
29,667393430834667520,2015-11-19 17:26:08 ,This is Fwed. He is a Canadian Asian Taylormade. Was having a blast until pink spiky football attacked. 8/10 https://t.co/A37eGLz5WS,8.0,10,Fwed,,51,178,8946190
30,667369227918143488,2015-11-19 15:49:57 ,Here we have a neat pup. Very white. Cool shades. Upcoming cruise? Great dog 10/10 https://t.co/LEaviT37v1,10.0,10,None,,151,339,8946190
31,667211855547486208,2015-11-19 05:24:37 ,This is Genevieve. She is a golden retriever cocktail mix. Comfortable close to wall. Shows no emotions. 9/10 https://t.co/azEoGqVonH,9.0,10,Genevieve,,220,449,8946190
32,666776908487630848,2015-11-18 00:36:17 ,This is Josep. He is a Rye Manganese mix. Can drive w eyes closed. Very irresponsible. Menace on the roadways. 5/10 https://t.co/XNGeDwrtYH,5.0,10,Josep,,155,320,8946189
33,666781792255496192,2015-11-18 00:55:42 ,This is a purebred Bacardi named Octaviath. Can shoot spaghetti out of mouth. 10/10 https://t.co/uEvsGLOFHa,10.0,10,a,,175,356,8946189
34,666786068205871104,2015-11-18 01:12:41 ,Unfamiliar with this breed. Ears pointy af. Won't let go of seashell. Won't eat kibble. Not very fast. Bad dog 2/10 https://t.co/EIn5kElY1S,2.0,10,None,,439,693,8946189
35,666804364988780544,2015-11-18 02:25:23 ,This is Jockson. He is a Pinnacle Sagittarius. Fancy bandana. Enjoys lightly sucking on hot dog in nature. 8/10 https://t.co/RdKbAOEpDK,8.0,10,Jockson,,84,217,8946189
36,666817836334096384,2015-11-18 03:18:55 ,This is Jeph. He is a German Boston Shuttlecock. Enjoys couch. Lost body during French Revolution. True hero 9/10 https://t.co/8whlkYw3mO,9.0,10,Jeph,,230,473,8946189
37,666826780179869698,2015-11-18 03:54:28 ,12/10 simply brilliant pup https://t.co/V6ZzG45zzG,12.0,10,None,,83,237,8946189
38,666835007768551424,2015-11-18 04:27:09 ,These are Peruvian Feldspars. Their names are Cupit and Prencer. Both resemble Rand Paul. Sick outfits 10/10 &amp; 10/10 https://t.co/ZnEMHBsAs1,10.0,10,None,,72,195,8946189
39,666837028449972224,2015-11-18 04:35:11 ,My goodness. Very rare dog here. Large. Tail dangerous. Kinda fat. Only eats leaves. Doesn't come when called 3/10 https://t.co/xYGdBrMS9h,3.0,10,None,,505,750,8946189
40,666983947667116034,2015-11-18 14:18:59 ,This is a curly Ticonderoga named Pepe. No feet. Loves to jet ski. 11/10 would hug until forever https://t.co/cyDfaK8NBc,11.0,10,a,,894,2362,8946189
41,666996132027977728,2015-11-18 15:07:24 ,This is Carll. He wants to be a donkey. But also a soccer star. Dreams big. 10/10 https://t.co/SVpNbhaIMk,10.0,10,Carll,,81,224,8946189
42,667012601033924608,2015-11-18 16:12:51 ,This is Klevin. He laughs a lot. Very cool dog. 9/10 https://t.co/bATAbPNv0m,9.0,10,Klevin,,201,419,8946189
43,667044094246576128,2015-11-18 18:17:59 ,12/10 gimme now https://t.co/QZAnwgnOMB,12.0,10,None,,44,174,8946189
44,667062181243039745,2015-11-18 19:29:52 ,This is Keet. He is a Floridian Amukamara. Absolutely epic propeller hat. Pristine tongue. Nice plaid. 10/10 https://t.co/tz1lpuvXLA,10.0,10,Keet,,47,203,8946189
45,667065535570550784,2015-11-18 19:43:11 ,Here we have a Hufflepuff. Loves vest. Eyes wide af. Flaccid tail. Matches carpet. Always a little blurry. 8/10 https://t.co/7JdgVqDnvR,8.0,10,None,,41,156,8946189
46,667073648344346624,2015-11-18 20:15:26 ,Here is Dave. He is actually just a skinny legged seal. Happy birthday Dave. 10/10 https://t.co/DPSamreuRq,10.0,10,Dave,,109,372,8946189
47,667090893657276420,2015-11-18 21:23:57 ,This is Clybe. He is an Anemone Valdez. One ear works. Can look in 2 different directions at once. Tongue slip. 7/10 https://t.co/Ks0jZtdIrr,7.0,10,Clybe,,115,310,8946189
48,667119796878725120,2015-11-18 23:18:48 ,This is Gabe. He is a southern Baklava. Gabe has always wanted to fit in with the other bananas. 10/10 fabulous https://t.co/3LZrJzg3BJ,10.0,10,Gabe,,120,308,8946189
49,667138269671505920,2015-11-19 00:32:12 ,Extremely intelligent dog here. Has learned to walk like human. Even has his own dog. Very impressive 10/10 https://t.co/0DvHAMdA4V,10.0,10,None,,1995,4234,8946189
50,667152164079423490,2015-11-19 01:27:25 ,This is Pipsy. He is a fluffball. Enjoys traveling the sea &amp; getting tangled in leash. 12/10 I would kill for Pipsy https://t.co/h9R0EwKd9X,12.0,10,Pipsy,,15414,44243,8946189
51,667160273090932737,2015-11-19 01:59:39 ,This is Bradlay. He is a Ronaldinho Matsuyama mix. Can also mountain bike (wow). Loves that blue light lime. 11/10 https://t.co/DKhgkMx4N1,11.0,10,Bradlay,,55,235,8946190
52,667165590075940865,2015-11-19 02:20:46 ,This is Churlie. AKA Fetty Woof. Lost eye saving a school bus full of toddlers from a tsunami. Great guy. 10/10 https://t.co/li2XYBVuAY,10.0,10,Churlie,,1028,2491,8946190
53,667171260800061440,2015-11-19 02:43:18 ,Say hello to Kenneth. He likes Reese's Puffs. 10/10 https://t.co/6RHNRsByOY,10.0,10,Kenneth,,77,203,8946190
54,667174963120574464,2015-11-19 02:58:01 ,"This is Clarence. His face says he doesn't want to be a donkey, but his tail is super pumped about it. 9/10 https://t.co/fGDWgukcBs",9.0,10,Clarence,,71,230,8946190
55,667176164155375616,2015-11-19 03:02:47 ,These are strange dogs. All have toupees. Long neck for dogs. In a shed of sorts? Work in groups? 4/10 still petable https://t.co/PZxSarAfSN,4.0,10,None,,417,567,8946190
56,667177989038297088,2015-11-19 03:10:02 ,This is a Dasani Kingfisher from Maine. His name is Daryl. Daryl doesn't like being swallowed by a panda. 8/10 https://t.co/jpaeu6LNmW,8.0,10,a,,50,178,8946190
57,667182792070062081,2015-11-19 03:29:07 ,This is Timison. He just told an awful joke but is still hanging on to the hope that you'll laugh with him. 10/10 https://t.co/s2yYuHabWl,10.0,10,Timison,,5622,13255,8946190
58,667188689915760640,2015-11-19 03:52:34 ,Quite an advanced dog here. Impressively dressed for canine. Has weapon. About to take out trash. 10/10 good dog https://t.co/8uCMwS9CbV,10.0,10,None,,363,687,8946190
59,667192066997374976,2015-11-19 04:05:59 ,*takes several long deep breaths* omg omg oMG OMG OMG OMGSJYBSNDUYWJO 12/10 https://t.co/QCugm5ydl6,12.0,10,None,,89,354,8946190
60,667200525029539841,2015-11-19 04:39:35 ,This is Joshwa. He is a fuckboy supreme. He clearly relies on owner but doesn't respect them. Dreamy eyes tho 11/10 https://t.co/60xYFRATPZ,11.0,10,Joshwa,,239,572,8946190
61,667866724293877760,2015-11-21 00:46:50 ,This is Shaggy. He knows exactly how to solve the puzzle but can't talk. All he wants to do is help. 10/10 great guy https://t.co/SBmWbfAg6X,10.0,10,Shaggy,,952,2839,8946190
62,667873844930215936,2015-11-21 01:15:07 ,Neat dog. Lots of spikes. Always in push-up position. Laid a shit ton of eggs earlier. Super stellar pup. 10/10 https://t.co/ODqrL3zXYE,10.0,10,None,,372,582,8946190
63,667878741721415682,2015-11-21 01:34:35 ,This is Tedrick. He lives on the edge. Needs someone to hit the gas tho. Other than that he's a baller. 10&amp;2/10 https://t.co/LvP1TTYSCN,2.0,10,Tedrick,,108,371,8946190
64,667885044254572545,2015-11-21 01:59:37 ,Meet Stu. Stu has stacks on stacks and an eye made of pure gold. 10/10 pay for my tuition pls https://t.co/7rkYZQdKEd,10.0,10,Stu,,430,767,8946190
65,666739327293083650,2015-11-17 22:06:57 ,This is Lugan. He is a Bohemian Rhapsody. Very confused dog. Thinks his name is Rocky. Not amused by the snows 10/10 https://t.co/tI3uFLDHBI,10.0,10,Lugan,,60,218,8946189
66,667886921285246976,2015-11-21 02:07:05 ,This is Erik. He's fucken massive. But also kind. Let's people hug him for free. Looks soft. 11/10 I would hug Erik https://t.co/MT7Q4aDQS1,11.0,10,Erik,,982,1739,8946190
67,667902449697558528,2015-11-21 03:08:47 ,This is Cleopatricia. She is a northern Paperback Maple. Set up hammock somehow. 9/10 would chill in hammock with https://t.co/sJeHdGUt0W,9.0,10,Cleopatricia,,351,802,8946190
68,667911425562669056,2015-11-21 03:44:27 ,Wow. Armored dog here. Ready for battle. Face looks dangerous. Not very loyal. Lil dog on back havin a blast. 5/10 https://t.co/SyMoWrp368,5.0,10,None,,266,451,8946190
69,667915453470232577,2015-11-21 04:00:28 ,Meet Otis. He is a Peruvian Quartzite. Pic sponsored by Planters. Ears on point. Killer sunglasses. 10/10 ily Otis https://t.co/tIaaBIMlJN,10.0,10,Otis,,51,196,8946190
70,667924896115245057,2015-11-21 04:37:59 ,This is Jiminy. He has always wanted to be a cheerleader. Can jump high enough to get on other dog. Go Jiminy. 9/10 https://t.co/fW6kIPFGD2,9.0,10,Jiminy,,98,275,8946190
71,667937095915278337,2015-11-21 05:26:27 ,This dog resembles a baked potato. Bed looks uncomfortable. No tail. Comes with butter tho. 3/10 petting still fun https://t.co/x89NSCEZCq,3.0,10,None,,734,1154,8946190
72,668113020489474048,2015-11-21 17:05:31 ,This is Alfie. He's that one hypocritical gym teacher who made you run laps. Great posture. Cool bench. 6/10 https://t.co/GCJzm3YsfX,6.0,10,Alfie,,217,623,8946190
73,668142349051129856,2015-11-21 19:02:04 ,This lil pup is Oliver. Hops around. Has wings but doesn't fly (lame). Annoying chirp. Won't catch tennis balls 2/10 https://t.co/DnhUw0aBM2,2.0,10,None,,258,542,8946190
74,668154635664932864,2015-11-21 19:50:53 ,Fun dogs here. Top one clearly an athlete. Bottom one very stable. Not very soft tho. 9/10s would still cuddle both https://t.co/79sHR36NsI,9.0,10,None,,286,462,8946190
75,668171859951755264,2015-11-21 20:59:20 ,This is a Trans Siberian Kellogg named Alfonso. Huge ass eyeballs. Actually Dobby from Harry Potter. 7/10 https://t.co/XpseHBlAAb,7.0,10,a,,174,453,8946190
76,668190681446379520,2015-11-21 22:14:07 ,This is Skittles. I would kidnap Skittles. Pink dog in back hasn't moved in days. 12/10 https://t.co/2wm0POA9N2,12.0,10,Skittles,,185,604,8946190
77,668204964695683073,2015-11-21 23:10:52 ,This is Ron. Ron's currently experiencing a brain freeze. Damn it Ron. 8/10 https://t.co/4ilfcR5SlK,8.0,10,Ron,,182,523,8946190
78,668221241640230912,2015-11-22 00:15:33 ,These two dogs are Bo &amp; Smittens. Smittens is trying out a new deodorant and wanted Bo to smell it. 10/10 true pals https://t.co/4pw1QQ6udh,10.0,10,None,,182,482,8946190
79,668226093875376128,2015-11-22 00:34:50 ,Sneaky dog here. Tuba player has no clue. 10/10 super sneaky https://t.co/jWVwSppaa2,10.0,10,None,,93,271,8946190
80,668237644992782336,2015-11-22 01:20:44 ,This is Torque. He served his nickel. Better not owe Torque money. Torque will find u. 10/10 cause I'm scared of him https://t.co/TnSRDqYO5i,10.0,10,Torque,,2608,5758,8946190
81,668248472370458624,2015-11-22 02:03:45 ,Say hello to Bisquick. He is a Brown Douglass Fir terrier. Very inbred. Looks terrified. 8/10 still cute tho https://t.co/1XYRh8N00K,8.0,10,Bisquick,,436,886,8946189
82,668256321989451776,2015-11-22 02:34:57 ,This is Jareld. Jareld rules these waters. Ladies and Gentleman... 13/10. This dog is utterly fucking spectacular. https://t.co/L6qAEV5PAd,13.0,10,Jareld,,547,1206,8946189
83,668268907921326080,2015-11-22 03:24:58 ,Here we have an Azerbaijani Buttermilk named Guss. He sees a demon baby Hitler behind his owner. 10/10 stays alert https://t.co/aeZykWwiJN,10.0,10,None,,214,513,8946189
84,668274247790391296,2015-11-22 03:46:11 ,Meet Sophie. Her son just got in the car to leave for college. Very touching. Perfect dramatic sunlight. 10/10 yaass https://t.co/3j9kZRcpVB,10.0,10,Sophie,,214,767,8946189
85,668291999406125056,2015-11-22 04:56:43 ,I can't do better than he did. 10/10 https://t.co/fM0KXns7Or,10.0,10,None,,29,227,8946189
86,666701168228331520,2015-11-17 19:35:19 ,This is a golden Buckminsterfullerene named Johm. Drives trucks. Lumberjack (?). Enjoys wall. 8/10 would hug softly https://t.co/uQbZJM2DQB,8.0,10,a,,195,395,8946189
87,666691418707132416,2015-11-17 18:56:35 ,This is Christoper. He is a spotted Penne. Can easily navigate stairs. 8/10 https://t.co/bg4TqvvkuF,8.0,10,Christoper,,44,171,8946189
88,666649482315059201,2015-11-17 16:09:56 ,Cool dog. Enjoys couch. Low monotone bark. Very nice kicks. Pisses milk (must be rare). Can't go down stairs. 4/10 https://t.co/vXMKrJC81s,4.0,10,None,,567,1033,8946189
89,668286279830867968,2015-11-22 04:33:59 ,Meet Rusty. Rusty's dreaming of a world where Twitter never got rid of favorites. Looks like a happy world. 11/10 https://t.co/C8U6cxI1Jc,11.0,10,Rusty,,126,471,8946189
90,666063827256086533,2015-11-16 01:22:45 ,This is the happiest dog you will ever see. Very committed owner. Nice couch. 10/10 https://t.co/RhUEAloehK,10.0,10,the,,190,436,8946189
91,666071193221509120,2015-11-16 01:52:02 ,Here we have a northern speckled Rhododendron. Much sass. Gives 0 fucks. Good tongue. 9/10 would caress sensually https://t.co/ZoL8kq2XFx,9.0,10,None,,52,133,8946189
92,666073100786774016,2015-11-16 01:59:36 ,Let's hope this flight isn't Malaysian (lol). What a dog! Almost completely camouflaged. 10/10 I trust this pilot https://t.co/Yk6GHE9tOY,10.0,10,None,,141,282,8946189
93,666082916733198337,2015-11-16 02:38:37 ,Here we have a well-established sunblockerspaniel. Lost his other flip-flop. 6/10 not very waterproof https://t.co/3RU6x0vHB7,6.0,10,None,,41,100,8946189
94,666094000022159362,2015-11-16 03:22:39 ,This appears to be a Mongolian Presbyterian mix. Very tired. Tongue slip confirmed. 9/10 would lie down with https://t.co/mnioXo3IfP,9.0,10,None,,66,153,8946189
95,666099513787052032,2015-11-16 03:44:34 ,Can stand on stump for what seems like a while. Built that birdhouse? Impressive. Made friends with a squirrel. 8/10 https://t.co/Ri4nMTLq5C,8.0,10,None,,57,140,8946189
96,666102155909144576,2015-11-16 03:55:04 ,Oh my. Here you are seeing an Adobe Setter giving birth to twins!!! The world is an amazing place. 11/10 https://t.co/11LvqN4WLq,11.0,10,None,,11,69,8946189
97,666104133288665088,2015-11-16 04:02:55 ,Not familiar with this breed. No tail (weird). Only 2 legs. Doesn't bark. Surprisingly quick. Shits eggs. 1/10 https://t.co/Asgdc6kuLX,1.0,10,None,,5775,13245,8946189
98,666268910803644416,2015-11-16 14:57:41 ,Very concerned about fellow dog trapped in computer. 10/10 https://t.co/0yxApIikpk,10.0,10,None,,32,94,8946189
99,666273097616637952,2015-11-16 15:14:19 ,Can take selfies 11/10 https://t.co/ws2AMaNwPW,11.0,10,None,,70,157,8946189
100,666287406224695296,2015-11-16 16:11:11 ,This is an Albanian 3 1/2 legged  Episcopalian. Loves well-polished hardwood flooring. Penis on the collar. 9/10 https://t.co/d9NcXFKwLv,1.0,2,an,,57,131,8946189
101,666293911632134144,2015-11-16 16:37:02 ,This is a funny dog. Weird toes. Won't come down. Loves branch. Refuses to eat his food. Hard to cuddle with. 3/10 https://t.co/IIXis0zta0,3.0,10,a,,310,449,8946189
102,666337882303524864,2015-11-16 19:31:45 ,This is an extremely rare horned Parthenon. Not amused. Wears shoes. Overall very nice. 9/10 would pet aggressively https://t.co/QpRjllzWAL,9.0,10,an,,81,176,8946189
103,666345417576210432,2015-11-16 20:01:42 ,Look at this jokester thinking seat belt laws don't apply to him. Great tongue tho 10/10 https://t.co/VFKG1vxGjB,10.0,10,None,,128,267,8946763
104,666353288456101888,2015-11-16 20:32:58 ,Here we have a mixed Asiago from the Galápagos Islands. Only one ear working. Big fan of marijuana carpet. 8/10 https://t.co/tltQ5w9aUO,8.0,10,None,,64,194,8946189
105,666362758909284353,2015-11-16 21:10:36 ,Unique dog here. Very small. Lives in container of Frosted Flakes (?). Short legs. Must be rare 6/10 would still pet https://t.co/XMD9CwjEnM,6.0,10,None,,501,696,8946189
106,666373753744588802,2015-11-16 21:54:18 ,Those are sunglasses and a jean jacket. 11/10 dog cool af https://t.co/uHXrPkUEyl,11.0,10,None,,78,169,8946189
107,666396247373291520,2015-11-16 23:23:41 ,Oh goodness. A super rare northeast Qdoba kangaroo mix. Massive feet. No pouch (disappointing). Seems alert. 9/10 https://t.co/Dc7b0E8qFE,9.0,10,None,,73,155,8946189
108,666407126856765440,2015-11-17 00:06:54 ,This is a southern Vesuvius bumblegruff. Can drive a truck (wow). Made friends with 5 other nifty dogs (neat). 7/10 https://t.co/LopTBkKa8h,7.0,10,a,,31,98,8946189
109,666411507551481857,2015-11-17 00:24:19 ,This is quite the dog. Gets really excited when not in water. Not very soft tho. Bad at fetch. Can't do tricks. 2/10 https://t.co/aMCTNWO94t,2.0,10,quite,,285,394,8946189
110,666418789513326592,2015-11-17 00:53:15 ,This is Walter. He is an Alaskan Terrapin. Loves outdated bandanas. One ear still working. Cool house plant. 10/10 https://t.co/qXpcwENTvn,10.0,10,Walter,,41,110,8946189
111,666421158376562688,2015-11-17 01:02:40 ,*internally screaming* 12/10 https://t.co/YMcrXC2Y6R,12.0,10,None,,100,291,8946189
112,666428276349472768,2015-11-17 01:30:57 ,Here we have an Austrian Pulitzer. Collectors edition. Levitates (?). 7/10 would garden with https://t.co/NMQq6HIglK,7.0,10,None,,73,149,8946190
113,666430724426358785,2015-11-17 01:40:41 ,Oh boy what a pup! Sunglasses take this one to the next level. Weirdly folds front legs. Pretty big. 6/10 https://t.co/yECbFrSArM,6.0,10,None,,173,289,8946190
114,666435652385423360,2015-11-17 02:00:15 ,"""Can you behave? You're ruining my wedding day""
DOG: idgaf this flashlight tastes good as hell

10/10 https://t.co/GlFZPzqcEU",10.0,10,None,,45,148,8946190
115,666437273139982337,2015-11-17 02:06:42 ,Here we see a lone northeastern Cumberbatch. Half ladybug. Only builds with bricks. Very confident with body. 7/10 https://t.co/7LtjBS0GPK,7.0,10,None,,42,110,8946190
116,666447344410484738,2015-11-17 02:46:43 ,This is Scout. She is a black Downton Abbey. Isn't afraid to get dirty. 9/10 nothing bad to say https://t.co/kH60oka1HW,9.0,10,Scout,,18,94,8946190
117,666454714377183233,2015-11-17 03:16:00 ,I'll name the dogs from now on. This is Kreggory. He does parkour. 10/10 https://t.co/uPqPeXAcua,10.0,10,Kreggory,,195,473,8946190
118,666644823164719104,2015-11-17 15:51:26 ,This is Jimothy. He is a Botwanian Gouda. Can write (impressive). Very erect tail. Still looking for hoco date. 9/10 https://t.co/LEkZjZxESQ,9.0,10,Jimothy,,73,218,8946190
119,666058600524156928,2015-11-16 01:01:59 ,Here is the Rand Paul of retrievers folks! He's probably good at poker. Can drink beer (lol rad). 8/10 good dog https://t.co/pYAJkAe76p,8.0,10,the,,51,103,8946189
120,666057090499244032,2015-11-16 00:55:59 ,My oh my. This is a rare blond Canadian terrier on wheels. Only $8.98. Rather docile. 9/10 very rare https://t.co/yWBqbrzy8O,9.0,10,a,,119,263,8946189
121,666051853826850816,2015-11-16 00:35:11 ,This is an odd dog. Hard on the outside but loving on the inside. Petting still fun. Doesn't play catch well. 2/10 https://t.co/v5A4vzSDdc,2.0,10,an,,745,1092,8946189
122,892420643555336193,2017-08-01 16:23:56 ,This is Phineas. He's a mystical boy. Only ever appears in the hole of a donut. 13/10 https://t.co/MgUWQ76dJU,13.0,10,Phineas,,7431,35237,8946069
123,666029285002620928,2015-11-15 23:05:30 ,This is a western brown Mitsubishi terrier. Upset about leaf. Actually 2 dogs here. 7/10 would walk the shit out of https://t.co/r7mOb2m0UI,7.0,10,a,,41,118,8946189
124,666033412701032449,2015-11-15 23:21:54 ,Here is a very happy pup. Big fan of well-maintained decks. Just look at that tongue. 9/10 would cuddle af https://t.co/y671yMhoiR,9.0,10,a,,39,107,8946189
125,666044226329800704,2015-11-16 00:04:52 ,This is a purebred Piers Morgan. Loves to Netflix and chill. Always looks like he forgot to unplug the iron. 6/10 https://t.co/DWnyCjf2mx,6.0,10,a,,123,262,8946189
126,666049248165822465,2015-11-16 00:24:50 ,Here we have a 1949 1st generation vulpix. Enjoys sweat tea and Fox News. Cannot be phased. 5/10 https://t.co/4B7cOc1EDq,5.0,10,None,,39,94,8946189
127,666050758794694657,2015-11-16 00:30:50 ,This is a truly beautiful English Wilson Staff retriever. Has a nice phone. Privileged. 10/10 would trade lives with https://t.co/fvIbQfHjIe,10.0,10,a,,51,119,8946189
128,666055525042405380,2015-11-16 00:49:46 ,Here is a Siberian heavily armored polar bear mix. Strong owner. 10/10 I would do unspeakable things to pet this dog https://t.co/rdivxLiqEt,10.0,10,a,,213,402,8946189
129,872486979161796608,2017-06-07 16:14:40 ,We. Only. Rate. Dogs. Do not send in other things like this fluffy floor shark clearly ready to attack. Get it together guys... 12/10 https://t.co/BZHiKx3FpQ,12.0,10,None,,8091,37539,8946076
130,872620804844003328,2017-06-08 01:06:27 ,This is Monkey. She's supporting owners everywhere with her fancy #PrideMonth bandana. 13/10 love is love is love... https://t.co/lUcpnZDPz9,13.0,10,Monkey,,3238,19096,8946075
131,872820683541237760,2017-06-08 14:20:41 ,"Here are my favorite #dogsatpollingstations 
Most voted for a more consistent walking schedule and to increase daily pats tenfold. All 13/10 https://t.co/17FVMl4VZ5",13.0,10,None,,3306,13578,8946075
132,873580283840344065,2017-06-10 16:39:04 ,"We usually don't rate Deck-bound Saskatoon Black Bears, but this one is h*ckin flawless. Sneaky tongue slip too. 13/10 would hug firmly https://t.co/mNuMH9400n",13.0,10,None,,3500,22291,8946074
133,874680097055178752,2017-06-13 17:29:20 ,Meet Cash. He hath acquired a stick. A very good stick tbh. 12/10 would pat head approvingly https://t.co/lZhtizkURD,12.0,10,Cash,,4105,25573,8946074
